colour	fill	x	y	group	showSelected1
#FE0600	#FE0600	199.399261705358	320.715643076829	1	3
#FE0600	#FE0600	197.126436781609	319.977157493014	1	3
#FE0600	#FE0600	195.350477043822	318.3780761626	1	3
#FE0600	#FE0600	194.378462064748	316.194894774815	1	3
#FE0600	#FE0600	194.378462064748	313.805105225185	1	3
#FE0600	#FE0600	195.350477043822	311.6219238374	1	3
#FE0600	#FE0600	197.126436781609	310.022842506986	1	3
#FE0600	#FE0600	199.399261705358	309.284356923171	1	3
#FE0600	#FE0600	201.775959737787	309.534157952327	1	3
#FE0600	#FE0600	203.845578197465	310.729052727141	1	3
#FE0600	#FE0600	205.25026125082	312.662433085771	1	3
#FE0600	#FE0600	205.747126436782	315	1	3
#FE0800	#FE0800	205.747126436782	315	1	4
#FE0800	#FE0800	205.25026125082	317.337566914229	1	4
#FE0800	#FE0800	203.845578197465	319.270947272859	1	4
#FE0800	#FE0800	201.775959737787	320.465842047673	1	4
#FE0800	#FE0800	199.399261705358	320.715643076829	1	4
#FE0800	#FE0800	197.126436781609	319.977157493014	1	4
#FE0800	#FE0800	195.350477043822	318.3780761626	1	4
#FE0800	#FE0800	194.378462064748	316.194894774815	1	4
#FE0800	#FE0800	194.378462064748	313.805105225185	1	4
#FE0800	#FE0800	195.350477043822	311.6219238374	1	4
#FE0800	#FE0800	197.126436781609	310.022842506986	1	4
#FE0800	#FE0800	199.399261705358	309.284356923171	1	4
#FE0800	#FE0800	201.775959737787	309.534157952327	1	4
#FE0800	#FE0800	203.845578197465	310.729052727141	1	4
#FE0800	#FE0800	205.25026125082	312.662433085771	1	4
#FE0800	#FE0800	205.747126436782	315	1	4
#FE0B00	#FE0B00	205.747126436782	315	1	5
#FE0B00	#FE0B00	205.25026125082	317.337566914229	1	5
#FE0B00	#FE0B00	203.845578197465	319.270947272859	1	5
#FE0B00	#FE0B00	201.775959737787	320.465842047673	1	5
#FE0B00	#FE0B00	199.399261705358	320.715643076829	1	5
#FE0B00	#FE0B00	197.126436781609	319.977157493014	1	5
#FE0B00	#FE0B00	195.350477043822	318.3780761626	1	5
#FE0B00	#FE0B00	194.378462064748	316.194894774815	1	5
#FE0B00	#FE0B00	194.378462064748	313.805105225185	1	5
#FE0B00	#FE0B00	195.350477043822	311.6219238374	1	5
#FE0B00	#FE0B00	197.126436781609	310.022842506986	1	5
#FE0B00	#FE0B00	199.399261705358	309.284356923171	1	5
#FE0B00	#FE0B00	201.775959737787	309.534157952327	1	5
#FE0B00	#FE0B00	203.845578197465	310.729052727141	1	5
#FE0B00	#FE0B00	205.25026125082	312.662433085771	1	5
#FE0B00	#FE0B00	205.747126436782	315	1	5
#FD0E00	#FD0E00	205.747126436782	315	1	6
#FD0E00	#FD0E00	205.25026125082	317.337566914229	1	6
#FD0E00	#FD0E00	203.845578197465	319.270947272859	1	6
#FD0E00	#FD0E00	201.775959737787	320.465842047673	1	6
#FD0E00	#FD0E00	199.399261705358	320.715643076829	1	6
#FD0E00	#FD0E00	197.126436781609	319.977157493014	1	6
#FD0E00	#FD0E00	195.350477043822	318.3780761626	1	6
#FD0E00	#FD0E00	194.378462064748	316.194894774815	1	6
#FD0E00	#FD0E00	194.378462064748	313.805105225185	1	6
#FD0E00	#FD0E00	195.350477043822	311.6219238374	1	6
#FD0E00	#FD0E00	197.126436781609	310.022842506986	1	6
#FD0E00	#FD0E00	199.399261705358	309.284356923171	1	6
#FD0E00	#FD0E00	201.775959737787	309.534157952327	1	6
#FD0E00	#FD0E00	203.845578197465	310.729052727141	1	6
#FD0E00	#FD0E00	205.25026125082	312.662433085771	1	6
#FD0E00	#FD0E00	205.747126436782	315	1	6
#FD1100	#FD1100	205.747126436782	315	1	7
#FD1100	#FD1100	205.25026125082	317.337566914229	1	7
#FD1100	#FD1100	203.845578197465	319.270947272859	1	7
#FD1100	#FD1100	201.775959737787	320.465842047673	1	7
#FD1100	#FD1100	199.399261705358	320.715643076829	1	7
#FD1100	#FD1100	197.126436781609	319.977157493014	1	7
#FD1100	#FD1100	195.350477043822	318.3780761626	1	7
#FD1100	#FD1100	194.378462064748	316.194894774815	1	7
#FD1100	#FD1100	194.378462064748	313.805105225185	1	7
#FD1100	#FD1100	195.350477043822	311.6219238374	1	7
#FD1100	#FD1100	197.126436781609	310.022842506986	1	7
#FD1100	#FD1100	199.399261705358	309.284356923171	1	7
#FD1100	#FD1100	201.775959737787	309.534157952327	1	7
#FD1100	#FD1100	203.845578197465	310.729052727141	1	7
#FD1100	#FD1100	205.25026125082	312.662433085771	1	7
#FD1100	#FD1100	205.747126436782	315	1	7
#FD1400	#FD1400	205.747126436782	315	1	8
#FD1400	#FD1400	205.25026125082	317.337566914229	1	8
#FD1400	#FD1400	203.845578197465	319.270947272859	1	8
#FD1400	#FD1400	201.775959737787	320.465842047673	1	8
#FD1400	#FD1400	199.399261705358	320.715643076829	1	8
#FD1400	#FD1400	197.126436781609	319.977157493014	1	8
#FD1400	#FD1400	195.350477043822	318.3780761626	1	8
#FD1400	#FD1400	194.378462064748	316.194894774815	1	8
#FD1400	#FD1400	194.378462064748	313.805105225185	1	8
#FD1400	#FD1400	195.350477043822	311.6219238374	1	8
#FD1400	#FD1400	197.126436781609	310.022842506986	1	8
#FD1400	#FD1400	199.399261705358	309.284356923171	1	8
#FD1400	#FD1400	201.775959737787	309.534157952327	1	8
#FD1400	#FD1400	203.845578197465	310.729052727141	1	8
#FD1400	#FD1400	205.25026125082	312.662433085771	1	8
#FD1400	#FD1400	205.747126436782	315	1	8
#FD1700	#FD1700	205.747126436782	315	1	9
#FD1700	#FD1700	205.25026125082	317.337566914229	1	9
#FD1700	#FD1700	203.845578197465	319.270947272859	1	9
#FD1700	#FD1700	201.775959737787	320.465842047673	1	9
#FD1700	#FD1700	199.399261705358	320.715643076829	1	9
#FD1700	#FD1700	197.126436781609	319.977157493014	1	9
#FD1700	#FD1700	195.350477043822	318.3780761626	1	9
#FD1700	#FD1700	194.378462064748	316.194894774815	1	9
#FD1700	#FD1700	194.378462064748	313.805105225185	1	9
#FD1700	#FD1700	195.350477043822	311.6219238374	1	9
#FD1700	#FD1700	197.126436781609	310.022842506986	1	9
#FD1700	#FD1700	199.399261705358	309.284356923171	1	9
#FD1700	#FD1700	201.775959737787	309.534157952327	1	9
#FD1700	#FD1700	203.845578197465	310.729052727141	1	9
#FD1700	#FD1700	205.25026125082	312.662433085771	1	9
#FD1700	#FD1700	205.747126436782	315	1	9
#FD1A00	#FD1A00	205.747126436782	315	1	10
#FD1A00	#FD1A00	205.25026125082	317.337566914229	1	10
#FD1A00	#FD1A00	203.845578197465	319.270947272859	1	10
#FD1A00	#FD1A00	201.775959737787	320.465842047673	1	10
#FD1A00	#FD1A00	199.399261705358	320.715643076829	1	10
#FD1A00	#FD1A00	197.126436781609	319.977157493014	1	10
#FD1A00	#FD1A00	195.350477043822	318.3780761626	1	10
#FD1A00	#FD1A00	194.378462064748	316.194894774815	1	10
#FD1A00	#FD1A00	194.378462064748	313.805105225185	1	10
#FD1A00	#FD1A00	195.350477043822	311.6219238374	1	10
#FD1A00	#FD1A00	197.126436781609	310.022842506986	1	10
#FD1A00	#FD1A00	199.399261705358	309.284356923171	1	10
#FD1A00	#FD1A00	201.775959737787	309.534157952327	1	10
#FD1A00	#FD1A00	203.845578197465	310.729052727141	1	10
#FD1A00	#FD1A00	205.25026125082	312.662433085771	1	10
#FD1A00	#FD1A00	205.747126436782	315	1	10
#FC1D00	#FC1D00	205.747126436782	315	1	11
#FC1D00	#FC1D00	205.25026125082	317.337566914229	1	11
#FC1D00	#FC1D00	203.845578197465	319.270947272859	1	11
#FC1D00	#FC1D00	201.775959737787	320.465842047673	1	11
#FC1D00	#FC1D00	199.399261705358	320.715643076829	1	11
#FC1D00	#FC1D00	197.126436781609	319.977157493014	1	11
#FC1D00	#FC1D00	195.350477043822	318.3780761626	1	11
#FC1D00	#FC1D00	194.378462064748	316.194894774815	1	11
#FC1D00	#FC1D00	194.378462064748	313.805105225185	1	11
#FC1D00	#FC1D00	195.350477043822	311.6219238374	1	11
#FC1D00	#FC1D00	197.126436781609	310.022842506986	1	11
#FC1D00	#FC1D00	199.399261705358	309.284356923171	1	11
#FC1D00	#FC1D00	201.775959737787	309.534157952327	1	11
#FC1D00	#FC1D00	203.845578197465	310.729052727141	1	11
#FC1D00	#FC1D00	205.25026125082	312.662433085771	1	11
#FC1D00	#FC1D00	205.747126436782	315	1	11
#FC1F00	#FC1F00	205.747126436782	315	1	12
#FC1F00	#FC1F00	205.25026125082	317.337566914229	1	12
#FC1F00	#FC1F00	203.845578197465	319.270947272859	1	12
#FC1F00	#FC1F00	201.775959737787	320.465842047673	1	12
#FC1F00	#FC1F00	199.399261705358	320.715643076829	1	12
#FC1F00	#FC1F00	197.126436781609	319.977157493014	1	12
#FC1F00	#FC1F00	195.350477043822	318.3780761626	1	12
#FC1F00	#FC1F00	194.378462064748	316.194894774815	1	12
#FC1F00	#FC1F00	194.378462064748	313.805105225185	1	12
#FC1F00	#FC1F00	195.350477043822	311.6219238374	1	12
#FC1F00	#FC1F00	197.126436781609	310.022842506986	1	12
#FC1F00	#FC1F00	199.399261705358	309.284356923171	1	12
#FC1F00	#FC1F00	201.775959737787	309.534157952327	1	12
#FC1F00	#FC1F00	203.845578197465	310.729052727141	1	12
#FC1F00	#FC1F00	205.25026125082	312.662433085771	1	12
#FC1F00	#FC1F00	205.747126436782	315	1	12
#FC2200	#FC2200	205.747126436782	315	1	13
#FC2200	#FC2200	205.25026125082	317.337566914229	1	13
#FC2200	#FC2200	203.845578197465	319.270947272859	1	13
#FC2200	#FC2200	201.775959737787	320.465842047673	1	13
#FC2200	#FC2200	199.399261705358	320.715643076829	1	13
#FC2200	#FC2200	197.126436781609	319.977157493014	1	13
#FC2200	#FC2200	195.350477043822	318.3780761626	1	13
#FC2200	#FC2200	194.378462064748	316.194894774815	1	13
#FC2200	#FC2200	194.378462064748	313.805105225185	1	13
#FC2200	#FC2200	195.350477043822	311.6219238374	1	13
#FC2200	#FC2200	197.126436781609	310.022842506986	1	13
#FC2200	#FC2200	199.399261705358	309.284356923171	1	13
#FC2200	#FC2200	201.775959737787	309.534157952327	1	13
#FC2200	#FC2200	203.845578197465	310.729052727141	1	13
#FC2200	#FC2200	205.25026125082	312.662433085771	1	13
#FC2200	#FC2200	205.747126436782	315	1	13
#FC2500	#FC2500	205.747126436782	315	1	14
#FC2500	#FC2500	205.25026125082	317.337566914229	1	14
#FC2500	#FC2500	203.845578197465	319.270947272859	1	14
#FC2500	#FC2500	201.775959737787	320.465842047673	1	14
#FC2500	#FC2500	199.399261705358	320.715643076829	1	14
#FC2500	#FC2500	197.126436781609	319.977157493014	1	14
#FC2500	#FC2500	195.350477043822	318.3780761626	1	14
#FC2500	#FC2500	194.378462064748	316.194894774815	1	14
#FC2500	#FC2500	194.378462064748	313.805105225185	1	14
#FC2500	#FC2500	195.350477043822	311.6219238374	1	14
#FC2500	#FC2500	197.126436781609	310.022842506986	1	14
#FC2500	#FC2500	199.399261705358	309.284356923171	1	14
#FC2500	#FC2500	201.775959737787	309.534157952327	1	14
#FC2500	#FC2500	203.845578197465	310.729052727141	1	14
#FC2500	#FC2500	205.25026125082	312.662433085771	1	14
#FC2500	#FC2500	205.747126436782	315	1	14
#FC2800	#FC2800	205.747126436782	315	1	15
#FC2800	#FC2800	205.25026125082	317.337566914229	1	15
#FC2800	#FC2800	203.845578197465	319.270947272859	1	15
#FC2800	#FC2800	201.775959737787	320.465842047673	1	15
#FC2800	#FC2800	199.399261705358	320.715643076829	1	15
#FC2800	#FC2800	197.126436781609	319.977157493014	1	15
#FC2800	#FC2800	195.350477043822	318.3780761626	1	15
#FC2800	#FC2800	194.378462064748	316.194894774815	1	15
#FC2800	#FC2800	194.378462064748	313.805105225185	1	15
#FC2800	#FC2800	195.350477043822	311.6219238374	1	15
#FC2800	#FC2800	197.126436781609	310.022842506986	1	15
#FC2800	#FC2800	199.399261705358	309.284356923171	1	15
#FC2800	#FC2800	201.775959737787	309.534157952327	1	15
#FC2800	#FC2800	203.845578197465	310.729052727141	1	15
#FC2800	#FC2800	205.25026125082	312.662433085771	1	15
#FC2800	#FC2800	205.747126436782	315	1	15
#FB2B00	#FB2B00	205.747126436782	315	1	16
#FB2B00	#FB2B00	205.25026125082	317.337566914229	1	16
#FB2B00	#FB2B00	203.845578197465	319.270947272859	1	16
#FB2B00	#FB2B00	201.775959737787	320.465842047673	1	16
#FB2B00	#FB2B00	199.399261705358	320.715643076829	1	16
#FB2B00	#FB2B00	197.126436781609	319.977157493014	1	16
#FB2B00	#FB2B00	195.350477043822	318.3780761626	1	16
#FB2B00	#FB2B00	194.378462064748	316.194894774815	1	16
#FB2B00	#FB2B00	194.378462064748	313.805105225185	1	16
#FB2B00	#FB2B00	195.350477043822	311.6219238374	1	16
#FB2B00	#FB2B00	197.126436781609	310.022842506986	1	16
#FB2B00	#FB2B00	199.399261705358	309.284356923171	1	16
#FB2B00	#FB2B00	201.775959737787	309.534157952327	1	16
#FB2B00	#FB2B00	203.845578197465	310.729052727141	1	16
#FB2B00	#FB2B00	205.25026125082	312.662433085771	1	16
#FB2B00	#FB2B00	205.747126436782	315	1	16
#FB2E00	#FB2E00	205.747126436782	315	1	17
#FB2E00	#FB2E00	205.25026125082	317.337566914229	1	17
#FB2E00	#FB2E00	203.845578197465	319.270947272859	1	17
#FB2E00	#FB2E00	201.775959737787	320.465842047673	1	17
#FB2E00	#FB2E00	199.399261705358	320.715643076829	1	17
#FB2E00	#FB2E00	197.126436781609	319.977157493014	1	17
#FB2E00	#FB2E00	195.350477043822	318.3780761626	1	17
#FB2E00	#FB2E00	194.378462064748	316.194894774815	1	17
#FB2E00	#FB2E00	194.378462064748	313.805105225185	1	17
#FB2E00	#FB2E00	195.350477043822	311.6219238374	1	17
#FB2E00	#FB2E00	197.126436781609	310.022842506986	1	17
#FB2E00	#FB2E00	199.399261705358	309.284356923171	1	17
#FB2E00	#FB2E00	201.775959737787	309.534157952327	1	17
#FB2E00	#FB2E00	203.845578197465	310.729052727141	1	17
#FB2E00	#FB2E00	205.25026125082	312.662433085771	1	17
#FB2E00	#FB2E00	205.747126436782	315	1	17
#FB3100	#FB3100	205.747126436782	315	1	18
#FB3100	#FB3100	205.25026125082	317.337566914229	1	18
#FB3100	#FB3100	203.845578197465	319.270947272859	1	18
#FB3100	#FB3100	201.775959737787	320.465842047673	1	18
#FB3100	#FB3100	199.399261705358	320.715643076829	1	18
#FB3100	#FB3100	197.126436781609	319.977157493014	1	18
#FB3100	#FB3100	195.350477043822	318.3780761626	1	18
#FB3100	#FB3100	194.378462064748	316.194894774815	1	18
#FB3100	#FB3100	194.378462064748	313.805105225185	1	18
#FB3100	#FB3100	195.350477043822	311.6219238374	1	18
#FB3100	#FB3100	197.126436781609	310.022842506986	1	18
#FB3100	#FB3100	199.399261705358	309.284356923171	1	18
#FB3100	#FB3100	201.775959737787	309.534157952327	1	18
#FB3100	#FB3100	203.845578197465	310.729052727141	1	18
#FB3100	#FB3100	205.25026125082	312.662433085771	1	18
#FB3100	#FB3100	205.747126436782	315	1	18
#FB3400	#FB3400	205.747126436782	315	1	19
#FB3400	#FB3400	205.25026125082	317.337566914229	1	19
#FB3400	#FB3400	203.845578197465	319.270947272859	1	19
#FB3400	#FB3400	201.775959737787	320.465842047673	1	19
#FB3400	#FB3400	199.399261705358	320.715643076829	1	19
#FB3400	#FB3400	197.126436781609	319.977157493014	1	19
#FB3400	#FB3400	195.350477043822	318.3780761626	1	19
#FB3400	#FB3400	194.378462064748	316.194894774815	1	19
#FB3400	#FB3400	194.378462064748	313.805105225185	1	19
#FB3400	#FB3400	195.350477043822	311.6219238374	1	19
#FB3400	#FB3400	197.126436781609	310.022842506986	1	19
#FB3400	#FB3400	199.399261705358	309.284356923171	1	19
#FB3400	#FB3400	201.775959737787	309.534157952327	1	19
#FB3400	#FB3400	203.845578197465	310.729052727141	1	19
#FB3400	#FB3400	205.25026125082	312.662433085771	1	19
#FB3400	#FB3400	205.747126436782	315	1	19
#FB3700	#FB3700	205.747126436782	315	1	20
#FB3700	#FB3700	205.25026125082	317.337566914229	1	20
#FB3700	#FB3700	203.845578197465	319.270947272859	1	20
#FB3700	#FB3700	201.775959737787	320.465842047673	1	20
#FB3700	#FB3700	199.399261705358	320.715643076829	1	20
#FB3700	#FB3700	197.126436781609	319.977157493014	1	20
#FB3700	#FB3700	195.350477043822	318.3780761626	1	20
#FB3700	#FB3700	194.378462064748	316.194894774815	1	20
#FB3700	#FB3700	194.378462064748	313.805105225185	1	20
#FB3700	#FB3700	195.350477043822	311.6219238374	1	20
#FB3700	#FB3700	197.126436781609	310.022842506986	1	20
#FB3700	#FB3700	199.399261705358	309.284356923171	1	20
#FB3700	#FB3700	201.775959737787	309.534157952327	1	20
#FB3700	#FB3700	203.845578197465	310.729052727141	1	20
#FB3700	#FB3700	205.25026125082	312.662433085771	1	20
#FB3700	#FB3700	205.747126436782	315	1	20
#FA3900	#FA3900	205.747126436782	315	1	21
#FA3900	#FA3900	205.25026125082	317.337566914229	1	21
#FA3900	#FA3900	203.845578197465	319.270947272859	1	21
#FA3900	#FA3900	201.775959737787	320.465842047673	1	21
#FA3900	#FA3900	199.399261705358	320.715643076829	1	21
#FA3900	#FA3900	197.126436781609	319.977157493014	1	21
#FA3900	#FA3900	195.350477043822	318.3780761626	1	21
#FA3900	#FA3900	194.378462064748	316.194894774815	1	21
#FA3900	#FA3900	194.378462064748	313.805105225185	1	21
#FA3900	#FA3900	195.350477043822	311.6219238374	1	21
#FA3900	#FA3900	197.126436781609	310.022842506986	1	21
#FA3900	#FA3900	199.399261705358	309.284356923171	1	21
#FA3900	#FA3900	201.775959737787	309.534157952327	1	21
#FA3900	#FA3900	203.845578197465	310.729052727141	1	21
#FA3900	#FA3900	205.25026125082	312.662433085771	1	21
#FA3900	#FA3900	205.747126436782	315	1	21
#FA3C00	#FA3C00	205.747126436782	315	1	22
#FA3C00	#FA3C00	205.25026125082	317.337566914229	1	22
#FA3C00	#FA3C00	203.845578197465	319.270947272859	1	22
#FA3C00	#FA3C00	201.775959737787	320.465842047673	1	22
#FA3C00	#FA3C00	199.399261705358	320.715643076829	1	22
#FA3C00	#FA3C00	197.126436781609	319.977157493014	1	22
#FA3C00	#FA3C00	195.350477043822	318.3780761626	1	22
#FA3C00	#FA3C00	194.378462064748	316.194894774815	1	22
#FA3C00	#FA3C00	194.378462064748	313.805105225185	1	22
#FA3C00	#FA3C00	195.350477043822	311.6219238374	1	22
#FA3C00	#FA3C00	197.126436781609	310.022842506986	1	22
#FA3C00	#FA3C00	199.399261705358	309.284356923171	1	22
#FA3C00	#FA3C00	201.775959737787	309.534157952327	1	22
#FA3C00	#FA3C00	203.845578197465	310.729052727141	1	22
#FA3C00	#FA3C00	205.25026125082	312.662433085771	1	22
#FA3C00	#FA3C00	205.747126436782	315	1	22
#FA3F00	#FA3F00	205.747126436782	315	1	23
#FA3F00	#FA3F00	205.25026125082	317.337566914229	1	23
#FA3F00	#FA3F00	203.845578197465	319.270947272859	1	23
#FA3F00	#FA3F00	201.775959737787	320.465842047673	1	23
#FA3F00	#FA3F00	199.399261705358	320.715643076829	1	23
#FA3F00	#FA3F00	197.126436781609	319.977157493014	1	23
#FA3F00	#FA3F00	195.350477043822	318.3780761626	1	23
#FA3F00	#FA3F00	194.378462064748	316.194894774815	1	23
#FA3F00	#FA3F00	194.378462064748	313.805105225185	1	23
#FA3F00	#FA3F00	195.350477043822	311.6219238374	1	23
#FA3F00	#FA3F00	197.126436781609	310.022842506986	1	23
#FA3F00	#FA3F00	199.399261705358	309.284356923171	1	23
#FA3F00	#FA3F00	201.775959737787	309.534157952327	1	23
#FA3F00	#FA3F00	203.845578197465	310.729052727141	1	23
#FA3F00	#FA3F00	205.25026125082	312.662433085771	1	23
#FA3F00	#FA3F00	205.747126436782	315	1	23
#FA4200	#FA4200	205.747126436782	315	1	24
#FA4200	#FA4200	205.25026125082	317.337566914229	1	24
#FA4200	#FA4200	203.845578197465	319.270947272859	1	24
#FA4200	#FA4200	201.775959737787	320.465842047673	1	24
#FA4200	#FA4200	199.399261705358	320.715643076829	1	24
#FA4200	#FA4200	197.126436781609	319.977157493014	1	24
#FA4200	#FA4200	195.350477043822	318.3780761626	1	24
#FA4200	#FA4200	194.378462064748	316.194894774815	1	24
#FA4200	#FA4200	194.378462064748	313.805105225185	1	24
#FA4200	#FA4200	195.350477043822	311.6219238374	1	24
#FA4200	#FA4200	197.126436781609	310.022842506986	1	24
#FA4200	#FA4200	199.399261705358	309.284356923171	1	24
#FA4200	#FA4200	201.775959737787	309.534157952327	1	24
#FA4200	#FA4200	203.845578197465	310.729052727141	1	24
#FA4200	#FA4200	205.25026125082	312.662433085771	1	24
#FA4200	#FA4200	205.747126436782	315	1	24
#FA4500	#FA4500	205.747126436782	315	1	25
#FA4500	#FA4500	205.25026125082	317.337566914229	1	25
#FA4500	#FA4500	203.845578197465	319.270947272859	1	25
#FA4500	#FA4500	201.775959737787	320.465842047673	1	25
#FA4500	#FA4500	199.399261705358	320.715643076829	1	25
#FA4500	#FA4500	197.126436781609	319.977157493014	1	25
#FA4500	#FA4500	195.350477043822	318.3780761626	1	25
#FA4500	#FA4500	194.378462064748	316.194894774815	1	25
#FA4500	#FA4500	194.378462064748	313.805105225185	1	25
#FA4500	#FA4500	195.350477043822	311.6219238374	1	25
#FA4500	#FA4500	197.126436781609	310.022842506986	1	25
#FA4500	#FA4500	199.399261705358	309.284356923171	1	25
#FA4500	#FA4500	201.775959737787	309.534157952327	1	25
#FA4500	#FA4500	203.845578197465	310.729052727141	1	25
#FA4500	#FA4500	205.25026125082	312.662433085771	1	25
#FA4500	#FA4500	205.747126436782	315	1	25
#F94800	#F94800	205.747126436782	315	1	26
#F94800	#F94800	205.25026125082	317.337566914229	1	26
#F94800	#F94800	203.845578197465	319.270947272859	1	26
#F94800	#F94800	201.775959737787	320.465842047673	1	26
#F94800	#F94800	199.399261705358	320.715643076829	1	26
#F94800	#F94800	197.126436781609	319.977157493014	1	26
#F94800	#F94800	195.350477043822	318.3780761626	1	26
#F94800	#F94800	194.378462064748	316.194894774815	1	26
#F94800	#F94800	194.378462064748	313.805105225185	1	26
#F94800	#F94800	195.350477043822	311.6219238374	1	26
#F94800	#F94800	197.126436781609	310.022842506986	1	26
#F94800	#F94800	199.399261705358	309.284356923171	1	26
#F94800	#F94800	201.775959737787	309.534157952327	1	26
#F94800	#F94800	203.845578197465	310.729052727141	1	26
#F94800	#F94800	205.25026125082	312.662433085771	1	26
#F94800	#F94800	205.747126436782	315	1	26
#F94B00	#F94B00	205.747126436782	315	1	27
#F94B00	#F94B00	205.25026125082	317.337566914229	1	27
#F94B00	#F94B00	203.845578197465	319.270947272859	1	27
#F94B00	#F94B00	201.775959737787	320.465842047673	1	27
#F94B00	#F94B00	199.399261705358	320.715643076829	1	27
#F94B00	#F94B00	197.126436781609	319.977157493014	1	27
#F94B00	#F94B00	195.350477043822	318.3780761626	1	27
#F94B00	#F94B00	194.378462064748	316.194894774815	1	27
#F94B00	#F94B00	194.378462064748	313.805105225185	1	27
#F94B00	#F94B00	195.350477043822	311.6219238374	1	27
#F94B00	#F94B00	197.126436781609	310.022842506986	1	27
#F94B00	#F94B00	199.399261705358	309.284356923171	1	27
#F94B00	#F94B00	201.775959737787	309.534157952327	1	27
#F94B00	#F94B00	203.845578197465	310.729052727141	1	27
#F94B00	#F94B00	205.25026125082	312.662433085771	1	27
#F94B00	#F94B00	205.747126436782	315	1	27
#F94E00	#F94E00	205.747126436782	315	1	28
#F94E00	#F94E00	205.25026125082	317.337566914229	1	28
#F94E00	#F94E00	203.845578197465	319.270947272859	1	28
#F94E00	#F94E00	201.775959737787	320.465842047673	1	28
#F94E00	#F94E00	199.399261705358	320.715643076829	1	28
#F94E00	#F94E00	197.126436781609	319.977157493014	1	28
#F94E00	#F94E00	195.350477043822	318.3780761626	1	28
#F94E00	#F94E00	194.378462064748	316.194894774815	1	28
#F94E00	#F94E00	194.378462064748	313.805105225185	1	28
#F94E00	#F94E00	195.350477043822	311.6219238374	1	28
#F94E00	#F94E00	197.126436781609	310.022842506986	1	28
#F94E00	#F94E00	199.399261705358	309.284356923171	1	28
#F94E00	#F94E00	201.775959737787	309.534157952327	1	28
#F94E00	#F94E00	203.845578197465	310.729052727141	1	28
#F94E00	#F94E00	205.25026125082	312.662433085771	1	28
#F94E00	#F94E00	205.747126436782	315	1	28
#F95100	#F95100	205.747126436782	315	1	29
#F95100	#F95100	205.25026125082	317.337566914229	1	29
#F95100	#F95100	203.845578197465	319.270947272859	1	29
#F95100	#F95100	201.775959737787	320.465842047673	1	29
#F95100	#F95100	199.399261705358	320.715643076829	1	29
#F95100	#F95100	197.126436781609	319.977157493014	1	29
#F95100	#F95100	195.350477043822	318.3780761626	1	29
#F95100	#F95100	194.378462064748	316.194894774815	1	29
#F95100	#F95100	194.378462064748	313.805105225185	1	29
#F95100	#F95100	195.350477043822	311.6219238374	1	29
#F95100	#F95100	197.126436781609	310.022842506986	1	29
#F95100	#F95100	199.399261705358	309.284356923171	1	29
#F95100	#F95100	201.775959737787	309.534157952327	1	29
#F95100	#F95100	203.845578197465	310.729052727141	1	29
#F95100	#F95100	205.25026125082	312.662433085771	1	29
#F95100	#F95100	205.747126436782	315	1	29
#F95300	#F95300	205.747126436782	315	1	30
#F95300	#F95300	205.25026125082	317.337566914229	1	30
#F95300	#F95300	203.845578197465	319.270947272859	1	30
#F95300	#F95300	201.775959737787	320.465842047673	1	30
